Swiiz_z,5,m-shulker_box
Swiiz_z,39,m-obsidian
Swiiz_z,10,m-prismarine_slab
Swiiz_z,1,m-yellow_carpet
Swiiz_z,1,m-chest
Swiiz_z,4,m-lime_shulker_box
Swiiz_z,2,m-prismarine
Swiiz_z,53,m-fire
Swiiz_z,1,m-spruce_log
Swiiz_z,18,m-tnt
Swiiz_z,2,m-blue_shulker_box
Swiiz_z,1,m-stone
Swiiz_z,20,m-netherrack
Swiiz_z,2,m-yellow_shulker_box
Swiiz_z,2,m-piston
Swiiz_z,9,m-ender_chest
Swiiz_z,170,dig
Swiiz_z,1,u-yellow_shulker_box
Swiiz_z,3,u-prismarine
Swiiz_z,1,u-stone
Swiiz_z,9,u-ender_chest
Swiiz_z,1,u-white_shulker_box
Swiiz_z,1,u-spruce_sign
Swiiz_z,6,u-diamond_axe
Swiiz_z,19,u-netherrack
Swiiz_z,47,u-tnt
Swiiz_z,2,u-crafting_table
Swiiz_z,4,u-shulker_box
Swiiz_z,1,u-yellow_carpet
Swiiz_z,4,u-lime_shulker_box
Swiiz_z,1,u-spruce_log
Swiiz_z,44,u-obsidian
Swiiz_z,2,u-piston
Swiiz_z,3,u-lever
Swiiz_z,96,u-diamond_pickaxe
Swiiz_z,15,u-firework_rocket
Swiiz_z,1,u-diamond_shovel
Swiiz_z,1,u-spruce_button
Swiiz_z,7,u-prismarine_wall
Swiiz_z,4,u-totem_of_undying
Swiiz_z,88,u-prismarine_slab
Swiiz_z,121,u-fire_charge
Swiiz_z,7,u-diamond_sword
Swiiz_z,35,u-golden_carrot
Swiiz_z,2,u-blue_shulker_box
Swiiz_z,1,u-dark_prismarine_stairs
Swiiz_z,2,u-enchanted_golden_apple
Swiiz_z,96,picks
Swiiz_z,1,shovels
Swiiz_z,6,axes
Swiiz_z,64,c-prismarine
Swiiz_z,576,c-emerald
Swiiz_z,3,c-spruce_sign
Swiiz_z,2,c-crafting_table
Swiiz_z,20,c-spruce_planks
Swiiz_z,1,c-spruce_button
Swiiz_z,4,c-stick
Swiiz_z,12,c-prismarine_wall
Swiiz_z,102,c-prismarine_slab
Swiiz_z,1,p-yellow_shulker_box
Swiiz_z,16,p-prismarine_slab
Swiiz_z,9,p-ender_chest
Swiiz_z,188,p-prismarine_shard
Swiiz_z,2,p-dark_prismarine_stairs
Swiiz_z,2,p-enchanted_golden_apple
Swiiz_z,2,p-chest
Swiiz_z,3,p-blue_shulker_box
Swiiz_z,2,p-prismarine
Swiiz_z,11,p-piston
Swiiz_z,4,p-lime_shulker_box
Swiiz_z,1,p-stone
Swiiz_z,1,p-spruce_log
Swiiz_z,5,p-shulker_box
Swiiz_z,43,p-prismarine_crystals
Swiiz_z,54,p-tnt
Swiiz_z,1,p-yellow_carpet
Swiiz_z,5,p-lever
Swiiz_z,1,p-bone_meal
Swiiz_z,1,p-spruce_sign
Swiiz_z,320,p-emerald
Swiiz_z,1,p-white_shulker_box
Swiiz_z,97,p-netherrack
