Dert_the_dirt,6,m-nether_gold_ore
Dert_the_dirt,2,m-blackstone
Dert_the_dirt,7,m-soul_sand
Dert_the_dirt,39,m-basalt
Dert_the_dirt,3,m-end_stone
Dert_the_dirt,8,m-clay
Dert_the_dirt,22,m-granite
Dert_the_dirt,276,m-grass_block
Dert_the_dirt,1,m-soul_soil
Dert_the_dirt,41,m-cobblestone
Dert_the_dirt,19,m-lily_pad
Dert_the_dirt,29,m-diorite
Dert_the_dirt,47,m-seagrass
Dert_the_dirt,73,m-tall_seagrass
Dert_the_dirt,1,m-magma_block
Dert_the_dirt,1,m-iron_ore
Dert_the_dirt,15,m-andesite
Dert_the_dirt,7,m-grass
Dert_the_dirt,3,m-oak_log
Dert_the_dirt,1,m-coal_ore
Dert_the_dirt,6,m-gravel
Dert_the_dirt,8,m-sand
Dert_the_dirt,1336,m-dirt
Dert_the_dirt,6,m-wet_sponge
Dert_the_dirt,260,m-stone
Dert_the_dirt,201,m-netherrack
Dert_the_dirt,2418,dig
Dert_the_dirt,3,u-cooked_mutton
Dert_the_dirt,1,u-diorite
Dert_the_dirt,5,u-iron_shovel
Dert_the_dirt,13,u-stone_pickaxe
Dert_the_dirt,28,u-stone
Dert_the_dirt,12,u-clay
Dert_the_dirt,1,u-cooked_chicken
Dert_the_dirt,60,u-netherrack
Dert_the_dirt,2,u-soul_sand
Dert_the_dirt,1501,u-dirt
Dert_the_dirt,2,u-crafting_table
Dert_the_dirt,3,u-mushroom_stew
Dert_the_dirt,7,u-sponge
Dert_the_dirt,127,u-diamond_pickaxe
Dert_the_dirt,1617,u-diamond_shovel
Dert_the_dirt,672,u-grass_block
Dert_the_dirt,499,u-iron_pickaxe
Dert_the_dirt,2,u-gravel
Dert_the_dirt,128,u-glowstone
Dert_the_dirt,3,u-golden_sword
Dert_the_dirt,137,u-diamond_sword
Dert_the_dirt,65,u-cobblestone
Dert_the_dirt,1,u-furnace
Dert_the_dirt,21,u-cooked_porkchop
Dert_the_dirt,12,u-andesite
Dert_the_dirt,639,picks
Dert_the_dirt,1622,shovels
Dert_the_dirt,0,axes
Dert_the_dirt,8,c-oak_planks
Dert_the_dirt,2,c-crafting_table
Dert_the_dirt,1,c-iron_helmet
Dert_the_dirt,1,c-furnace
Dert_the_dirt,3,c-cooked_mutton
Dert_the_dirt,0,c-air
Dert_the_dirt,1,c-iron_pickaxe
Dert_the_dirt,1,c-stone_pickaxe
Dert_the_dirt,1,b-iron_pickaxe
Dert_the_dirt,17,p-sponge
Dert_the_dirt,1,p-magma_block
Dert_the_dirt,37,p-basalt
Dert_the_dirt,36,p-clay_ball
Dert_the_dirt,17,p-andesite
Dert_the_dirt,1,p-diamond_sword
Dert_the_dirt,6,p-flint
Dert_the_dirt,13,p-oak_log
Dert_the_dirt,20,p-lily_pad
Dert_the_dirt,2167,p-dirt
Dert_the_dirt,1,p-soul_soil
Dert_the_dirt,1,p-blackstone
Dert_the_dirt,1,p-apple
Dert_the_dirt,4,p-wheat_seeds
Dert_the_dirt,1,p-diamond_leggings
Dert_the_dirt,61,p-gold_nugget
Dert_the_dirt,1,p-diamond_helmet
Dert_the_dirt,1,p-sugar_cane
Dert_the_dirt,7,p-soul_sand
Dert_the_dirt,2,p-egg
Dert_the_dirt,3,p-scaffolding
Dert_the_dirt,7,p-stick
Dert_the_dirt,3,p-end_stone
Dert_the_dirt,98,p-stone
Dert_the_dirt,12,p-cooked_porkchop
Dert_the_dirt,6,p-gravel
Dert_the_dirt,9,p-sand
Dert_the_dirt,44,p-diorite
Dert_the_dirt,544,p-grass_block
Dert_the_dirt,1,p-carrot
Dert_the_dirt,1,p-diamond_shovel
Dert_the_dirt,2,p-rotten_flesh
Dert_the_dirt,11,p-slime_ball
Dert_the_dirt,1,p-diamond_chestplate
Dert_the_dirt,12,p-clay
Dert_the_dirt,1,p-diamond_boots
Dert_the_dirt,16,p-granite
Dert_the_dirt,18,p-oak_sapling
Dert_the_dirt,190,p-netherrack
Dert_the_dirt,247,p-ender_pearl
Dert_the_dirt,3,p-mutton
Dert_the_dirt,1,p-cod
Dert_the_dirt,1,p-coal
Dert_the_dirt,22,p-wet_sponge
Dert_the_dirt,1,p-white_wool
Dert_the_dirt,351,p-cobblestone
Dert_the_dirt,1,p-diamond_pickaxe
Dert_the_dirt,1,d-sugar_cane
Dert_the_dirt,4,d-wheat_seeds
Dert_the_dirt,5,d-oak_log
Dert_the_dirt,192,d-ender_pearl
Dert_the_dirt,1,d-diamond_shovel
Dert_the_dirt,3,d-end_stone
Dert_the_dirt,1,d-apple
Dert_the_dirt,11,d-granite
Dert_the_dirt,1,d-diamond_sword
Dert_the_dirt,6,d-flint
Dert_the_dirt,622,d-dirt
Dert_the_dirt,22,d-stone
Dert_the_dirt,10,d-sponge
Dert_the_dirt,1,d-diamond_pickaxe
Dert_the_dirt,3,d-andesite
Dert_the_dirt,21,d-wet_sponge
Dert_the_dirt,1,d-white_wool
Dert_the_dirt,8,k-slime
Dert_the_dirt,1,k-sheep
Dert_the_dirt,3,k-skeleton
Dert_the_dirt,2,k-zombie
Dert_the_dirt,1,k-drowned
Dert_the_dirt,648,k-enderman
Dert_the_dirt,1,kb-skeleton
Dert_the_dirt,3,z-interact_with_furnace
Dert_the_dirt,709,z-mob_kills
Dert_the_dirt,4,z-interact_with_crafting_table
Dert_the_dirt,143707,z-play_one_minute
Dert_the_dirt,14,z-open_shulker_box
Dert_the_dirt,2,z-interact_with_grindstone
Dert_the_dirt,4,z-leave_game
Dert_the_dirt,101024,z-time_since_death
Dert_the_dirt,2,z-sleep_in_bed
Dert_the_dirt,995,z-climb_one_cm
Dert_the_dirt,60828,z-time_since_rest
Dert_the_dirt,442386,z-sprint_one_cm
Dert_the_dirt,1293,z-damage_taken
Dert_the_dirt,234909,z-walk_one_cm
Dert_the_dirt,43,z-drop
Dert_the_dirt,8738,z-damage_dealt
Dert_the_dirt,107106,z-swim_one_cm
Dert_the_dirt,1076218,z-fly_one_cm
Dert_the_dirt,71,z-open_chest
Dert_the_dirt,8748,z-crouch_one_cm
Dert_the_dirt,4883,z-sneak_time
Dert_the_dirt,2,z-deaths
Dert_the_dirt,229752,z-walk_under_water_one_cm
Dert_the_dirt,4219,z-jump
Dert_the_dirt,109807,z-walk_on_water_one_cm
Dert_the_dirt,16,z-enchant_item
Dert_the_dirt,76743,z-fall_one_cm
AniZpit,5,m-stone_pressure_plate
AniZpit,12,m-red_shulker_box
AniZpit,1,m-white_bed
AniZpit,1920,m-obsidian
AniZpit,26,m-granite
AniZpit,6,m-grass_block
AniZpit,42,m-lime_stained_glass
